,PV Park
9623,-476.0
9624,-476.0
9625,-476.0
9626,-476.0
9627,0.0
9628,-476.0
9629,-135.0
9630,-476.0
9631,-135.0
9632,-135.0
9633,-135.0
9634,-135.0
9635,-135.0
9636,-135.0
9637,-135.0
9638,-476.0
9639,-476.0
9640,-476.0
9641,-476.0
9642,-476.0
9643,-476.0
9644,-476.0
9645,-476.0
9646,-476.0
9647,-476.0
9648,-135.0
9649,-135.0
9650,0.0
9651,-476.0
9652,-476.0
9653,-476.0
9654,-476.0
9655,-135.0
9656,-135.0
9657,-135.0
9658,-135.0
9659,-135.0
9660,-135.0
9661,-476.0
9662,-476.0
9663,-476.0
9664,-476.0
9665,-476.0
9666,-476.0
9667,-476.0
9668,-476.0
9669,-476.0
9670,-476.0
9671,-476.0
9672,-476.0
9673,-476.0
9674,-476.0
9675,-476.0
9676,-476.0
9677,-476.0
9678,-135.0
9679,-476.0
9680,-476.0
9681,-135.0
9682,-135.0
9683,-135.0
9684,-135.0
9685,-476.0
9686,-476.0
9687,-476.0
9688,-476.0
9689,-476.0
9690,-476.0
9691,-476.0
9692,-476.0
9693,-476.0
9694,-476.0
9695,-476.0
9696,-476.0
9697,-135.0
9698,-476.0
9699,-476.0
9700,-476.0
9701,-476.0
9702,-135.0
9703,-135.0
9704,-476.0
9705,-135.0
9706,-135.0
9707,-135.0
9708,-135.0
9709,-135.0
9710,-476.0
9711,-476.0
9712,-476.0
9713,-476.0
9714,-476.0
9715,-476.0
9716,-476.0
9717,-476.0
9718,-476.0
9719,-476.0
9720,-476.0
9721,-476.0
9722,-476.0
9723,-476.0
9724,-476.0
9725,-476.0
9726,-476.0
9727,-476.0
9728,-476.0
9729,-476.0
9730,-476.0
9731,-476.0
9732,-476.0
9733,-476.0
9734,-476.0
9735,-476.0
9736,-476.0
9737,-476.0
9738,-476.0
9739,-476.0
9740,-476.0
9741,-476.0
9742,-476.0
9743,-476.0
9744,-476.0
9745,-476.0
9746,-476.0
9747,-476.0
9748,-476.0
9749,-476.0
9750,-476.0
9751,-135.0
9752,-135.0
9753,-135.0
9754,-135.0
9755,-135.0
9756,-135.0
9757,-476.0
9758,-476.0
9759,-476.0
9760,-476.0
9761,-476.0
9762,-476.0
9763,-476.0
9764,-476.0
9765,-476.0
9766,-476.0
9767,-476.0
9768,-476.0
9769,-476.0
9770,-476.0
9771,-476.0
9772,-476.0
9773,-476.0
9774,-476.0
9775,-476.0
9776,-135.0
9777,-135.0
9778,-476.0
9779,-135.0
9780,-476.0
9781,-476.0
9782,-476.0
9783,-476.0
9784,-476.0
9785,-476.0
9786,-476.0
9787,-476.0
9788,-476.0
9789,-476.0
9790,-476.0
9791,-476.0
9792,-476.0
9793,-476.0
9794,-476.0
9795,-476.0
9796,-476.0
9797,-476.0
9798,-476.0
9799,-476.0
9800,-476.0
9801,-476.0
9802,-476.0
9803,-476.0
9804,-476.0
9805,-476.0
9806,-476.0
9807,-476.0
9808,-476.0
9809,-476.0
9810,-476.0
9811,-476.0
9812,-476.0
9813,-476.0
9814,-476.0
9815,-476.0
9816,-476.0
9817,-476.0
9818,-476.0
9819,-476.0
9820,-476.0
9821,-476.0
9822,-476.0
9823,-135.0
9824,-135.0
9825,-135.0
9826,-135.0
9827,-135.0
9828,-135.0
9829,-476.0
9830,-476.0
9831,-476.0
9832,-476.0
9833,-476.0
9834,-476.0
9835,-476.0
9836,-476.0
9837,-476.0
9838,-476.0
9839,-476.0
9840,-476.0
9841,-476.0
9842,-476.0
9843,-476.0
9844,-476.0
9845,-476.0
9846,-476.0
9847,-135.0
9848,-135.0
9849,-135.0
9850,-135.0
9851,-135.0
9852,-135.0
9853,-135.0
9854,-476.0
9855,-476.0
9856,-476.0
9857,-476.0
9858,-476.0
9859,-476.0
9860,-476.0
9861,-476.0
9862,-476.0
9863,-476.0
9864,-476.0
9865,-476.0
9866,-476.0
9867,-476.0
9868,-476.0
9869,-476.0
9870,-476.0
9871,-135.0
9872,-135.0
9873,-135.0
9874,-135.0
9875,-135.0
9876,-135.0
9877,-135.0
9878,-476.0
9879,-476.0
9880,-476.0
9881,-476.0
9882,-476.0
9883,-476.0
9884,-476.0
9885,-476.0
9886,-476.0
9887,-476.0
9888,-476.0
9889,-476.0
9890,-476.0
9891,-476.0
9892,-476.0
9893,-476.0
9894,-476.0
9895,-476.0
9896,-135.0
9897,-135.0
9898,-135.0
9899,-476.0
9900,-476.0
9901,-476.0
9902,-476.0
9903,-476.0
9904,-476.0
9905,-476.0
9906,-476.0
9907,-476.0
9908,-476.0
9909,-476.0
9910,-476.0
9911,-476.0
9912,-476.0
9913,-476.0
9914,-476.0
9915,-476.0
9916,-476.0
9917,-476.0
9918,-476.0
9919,-135.0
9920,-135.0
9921,-476.0
9922,-135.0
9923,-476.0
9924,-476.0
9925,-476.0
9926,-476.0
9927,-476.0
9928,-476.0
9929,-476.0
9930,-476.0
9931,-476.0
9932,-476.0
9933,-476.0
9934,-476.0
9935,-476.0
9936,-476.0
9937,-476.0
9938,-476.0
9939,-476.0
9940,-476.0
9941,-476.0
9942,-476.0
9943,-135.0
9944,-135.0
9945,-135.0
9946,-135.0
9947,-135.0
9948,-135.0
9949,-135.0
9950,-476.0
9951,-476.0
9952,-476.0
9953,-476.0
9954,-476.0
9955,-476.0
9956,-476.0
9957,-476.0
9958,-476.0
9959,-476.0
9960,-476.0
9961,-476.0
9962,-476.0
9963,-476.0
9964,-476.0
9965,-476.0
9966,-476.0
9967,-135.0
9968,-135.0
9969,-135.0
9970,-135.0
9971,-135.0
9972,-135.0
9973,-135.0
9974,-476.0
9975,-476.0
9976,-476.0
9977,-476.0
9978,-476.0
9979,-476.0
9980,-476.0
9981,-476.0
9982,-476.0
9983,-476.0
9984,-476.0
9985,-476.0
9986,-476.0
9987,-476.0
9988,-476.0
9989,-476.0
9990,-135.0
9991,-135.0
9992,-135.0
9993,0.0
9994,0.0
9995,0.0
9996,-135.0
9997,-135.0
9998,-135.0
9999,-476.0
10000,-476.0
10001,-476.0
10002,-476.0
10003,-476.0
10004,-476.0
10005,-476.0
10006,-476.0
10007,-476.0
10008,-476.0
10009,-476.0
10010,-476.0
10011,-476.0
10012,-476.0
10013,-476.0
10014,-135.0
10015,-135.0
10016,-135.0
10017,-135.0
10018,-135.0
10019,-135.0
10020,-135.0
10021,-135.0
10022,-476.0
10023,-476.0
10024,-476.0
10025,-476.0
10026,-476.0
10027,-476.0
10028,-476.0
10029,-476.0
10030,-476.0
10031,-476.0
10032,-476.0
10033,-476.0
10034,-476.0
10035,-476.0
10036,-476.0
10037,-476.0
10038,-476.0
10039,-135.0
10040,-135.0
10041,-135.0
10042,0.0
10043,-135.0
10044,-135.0
10045,-135.0
10046,-135.0
10047,-476.0
10048,-476.0
10049,-476.0
10050,-476.0
10051,-476.0
10052,-476.0
10053,-476.0
10054,-476.0
10055,-476.0
10056,-476.0
10057,-476.0
10058,-476.0
10059,-476.0
10060,-476.0
10061,-476.0
10062,-476.0
10063,-476.0
10064,-476.0
10065,-476.0
10066,-476.0
10067,-476.0
10068,-476.0
10069,-476.0
10070,-476.0
10071,-476.0
10072,-476.0
10073,-476.0
10074,-476.0
10075,-476.0
10076,-476.0
10077,-476.0
10078,-476.0
10079,-476.0
10080,-476.0
10081,-476.0
10082,-476.0
10083,-476.0
10084,-476.0
10085,-476.0
10086,-476.0
10087,-135.0
10088,-135.0
10089,-135.0
10090,-135.0
10091,-135.0
10092,-135.0
10093,-135.0
10094,-135.0
10095,-476.0
10096,-476.0
10097,-476.0
10098,-476.0
10099,-476.0
10100,-476.0
10101,-476.0
10102,-476.0
10103,-476.0
10104,-476.0
10105,-476.0
10106,-476.0
10107,-476.0
10108,-476.0
10109,-476.0
10110,-476.0
10111,-135.0
10112,-135.0
10113,-135.0
10114,-135.0
10115,-135.0
10116,-135.0
10117,-135.0
10118,-135.0
10119,-476.0
10120,-476.0
10121,-476.0
10122,-476.0
10123,-476.0
10124,-476.0
10125,-476.0
10126,-476.0
10127,-476.0
10128,-476.0
10129,-476.0
10130,-476.0
10131,-476.0
10132,-476.0
10133,-476.0
10134,-135.0
10135,-135.0
10136,-135.0
10137,-135.0
10138,0.0
10139,-135.0
10140,-135.0
10141,-135.0
10142,-135.0
10143,-476.0
10144,-476.0
10145,-476.0
10146,-476.0
10147,-476.0
10148,-476.0
10149,-476.0
10150,-476.0
10151,-476.0
10152,-476.0
10153,-476.0
10154,-476.0
10155,-476.0
10156,-476.0
10157,-476.0
10158,-135.0
10159,-135.0
10160,-135.0
10161,-135.0
10162,-135.0
10163,-135.0
10164,-135.0
10165,-135.0
10166,-135.0
10167,-476.0
10168,-476.0
10169,-476.0
10170,-476.0
10171,-476.0
10172,-476.0
10173,-476.0
10174,-476.0
10175,-476.0
10176,-476.0
10177,-476.0
10178,-476.0
10179,-476.0
10180,-476.0
10181,-476.0
10182,-476.0
10183,-476.0
10184,-135.0
10185,-135.0
10186,-135.0
10187,-135.0
10188,-135.0
10189,-476.0
10190,-476.0
10191,-476.0
10192,-476.0
10193,-476.0
10194,-476.0
10195,-476.0
10196,-476.0
10197,-476.0
10198,-476.0
10199,-476.0
10200,-476.0
10201,-476.0
10202,-476.0
10203,-476.0
10204,-476.0
10205,-476.0
10206,-476.0
10207,-135.0
10208,-135.0
10209,-135.0
10210,-135.0
10211,-135.0
10212,-135.0
10213,-135.0
10214,-135.0
10215,-476.0
10216,-476.0
10217,-476.0
10218,-476.0
10219,-476.0
10220,-476.0
10221,-476.0
10222,-476.0
10223,-476.0
10224,-476.0
10225,-476.0
10226,-476.0
10227,-476.0
10228,-476.0
10229,-476.0
10230,-476.0
10231,-135.0
10232,-135.0
10233,-135.0
10234,-135.0
10235,-135.0
10236,-135.0
10237,-135.0
10238,-476.0
10239,-476.0
10240,-476.0
10241,-476.0
10242,-476.0
10243,-476.0
10244,-476.0
10245,-476.0
10246,-476.0
10247,-476.0
10248,-476.0
10249,-476.0
10250,-476.0
10251,-476.0
10252,-476.0
10253,-476.0
10254,-135.0
10255,-135.0
10256,-135.0
10257,-135.0
10258,-135.0
10259,-135.0
10260,-135.0
10261,-476.0
10262,-476.0
10263,-476.0
10264,-476.0
10265,-476.0
10266,-476.0
10267,-476.0
10268,-476.0
10269,-476.0
10270,-476.0
10271,-476.0
10272,-476.0
10273,-476.0
10274,-476.0
10275,-476.0
10276,-476.0
10277,-476.0
10278,-476.0
10279,-135.0
10280,-135.0
10281,-135.0
10282,-135.0
10283,-135.0
10284,-135.0
10285,-476.0
10286,-476.0
10287,-476.0
10288,-476.0
10289,-476.0
10290,-476.0
10291,-476.0
10292,-476.0
10293,-476.0
10294,-476.0
10295,-476.0
10296,-476.0
10297,-476.0
10298,-476.0
10299,-476.0
10300,-476.0
10301,-476.0
10302,-135.0
10303,-135.0
10304,-135.0
10305,-135.0
10306,-476.0
10307,-476.0
10308,-476.0
10309,-476.0
10310,-476.0
10311,-476.0
10312,-476.0
10313,-476.0
10314,-476.0
10315,-476.0
10316,-476.0
10317,-476.0
10318,-476.0
10319,-476.0
10320,-476.0
10321,-476.0
10322,-476.0
10323,-476.0
10324,-476.0
10325,-476.0
10326,-135.0
10327,-135.0
10328,-135.0
10329,-135.0
10330,0.0
10331,-135.0
10332,-135.0
10333,-135.0
10334,-135.0
10335,-476.0
10336,-476.0
10337,-476.0
10338,-476.0
10339,-476.0
10340,-476.0
10341,-476.0
10342,-476.0
10343,-476.0
10344,-476.0
10345,-476.0
10346,-476.0
10347,-476.0
10348,-476.0
10349,-476.0
10350,-476.0
10351,-135.0
10352,-135.0
10353,-135.0
10354,-135.0
10355,-135.0
10356,-135.0
10357,-135.0
10358,-476.0
10359,-476.0
10360,-476.0
10361,-476.0
10362,-476.0
10363,-476.0
10364,-476.0
10365,-476.0
10366,-476.0
10367,-476.0
10368,-476.0
10369,-476.0
10370,-476.0
10371,-476.0
10372,-476.0
10373,-476.0
10374,-476.0
10375,-135.0
10376,-135.0
10377,-135.0
10378,-135.0
10379,-135.0
10380,-135.0
10381,-135.0
10382,-476.0
10383,-476.0
10384,-476.0
10385,-476.0
10386,-476.0
10387,-476.0
10388,-476.0
10389,-476.0
10390,-476.0
10391,-476.0
10392,-476.0
10393,-476.0
10394,-476.0
10395,-476.0
10396,-476.0
10397,-476.0
10398,-476.0
10399,-476.0
10400,-476.0
10401,-135.0
10402,-476.0
10403,-135.0
10404,-476.0
10405,-476.0
10406,-476.0
10407,-476.0
10408,-476.0
10409,-476.0
10410,-476.0
10411,-476.0
10412,-476.0
10413,-476.0
10414,-476.0
10415,-476.0
10416,-476.0
10417,-476.0
10418,-476.0
10419,-476.0
10420,-476.0
10421,-476.0
10422,-476.0
10423,-476.0
10424,-135.0
10425,-135.0
10426,-135.0
10427,-135.0
10428,-135.0
10429,-135.0
10430,-135.0
10431,-476.0
10432,-476.0
10433,-476.0
10434,-476.0
10435,-476.0
10436,-476.0
10437,-476.0
10438,-476.0
10439,-476.0
10440,-476.0
10441,-476.0
10442,-476.0
10443,-476.0
10444,-476.0
10445,-476.0
10446,-476.0
10447,-135.0
10448,-135.0
10449,-135.0
10450,-135.0
10451,-135.0
10452,-135.0
10453,-135.0
10454,-476.0
10455,-476.0
10456,-476.0
10457,-476.0
10458,-476.0
10459,-476.0
10460,-476.0
10461,-476.0
10462,-476.0
10463,-476.0
10464,-476.0
10465,-476.0
10466,-476.0
10467,-476.0
10468,-476.0
10469,-476.0
10470,-476.0
10471,-476.0
10472,-476.0
10473,-476.0
10474,-476.0
10475,-476.0
10476,-476.0
10477,-476.0
10478,-476.0
10479,-476.0
10480,-476.0
10481,-476.0
10482,-476.0
10483,-476.0
10484,-476.0
10485,-476.0
10486,-476.0
10487,-476.0
10488,-476.0
10489,-476.0
10490,-476.0
10491,-476.0
10492,-476.0
10493,-476.0
10494,-476.0
10495,-476.0
10496,-135.0
10497,-476.0
10498,-476.0
10499,-476.0
10500,-476.0
10501,-476.0
10502,-476.0
10503,-476.0
10504,-476.0
10505,-476.0
10506,-476.0
10507,-476.0
10508,-476.0
10509,-476.0
10510,-476.0
10511,-476.0
10512,-476.0
10513,-476.0
10514,-476.0
10515,-476.0
10516,-476.0
10517,-476.0
10518,-476.0
10519,-476.0
10520,-476.0
10521,-476.0
10522,-476.0
10523,-476.0
10524,-135.0
10525,-476.0
10526,-476.0
10527,-476.0
10528,-476.0
10529,-476.0
10530,-476.0
10531,-476.0
10532,-476.0
10533,-476.0
10534,-476.0
10535,-476.0
10536,-476.0
10537,-476.0
10538,-476.0
10539,-476.0
10540,-476.0
10541,-476.0
10542,-476.0
10543,-476.0
10544,-476.0
10545,-476.0
10546,-476.0
10547,-476.0
10548,-476.0
10549,-476.0
10550,-476.0
10551,-476.0
10552,-476.0
10553,-476.0
10554,-476.0
10555,-476.0
10556,-476.0
10557,-476.0
10558,-476.0
10559,-476.0
10560,-476.0
10561,-476.0
10562,-476.0
10563,-476.0
10564,-476.0
10565,-476.0
10566,-476.0
10567,-476.0
10568,-476.0
10569,-476.0
10570,-476.0
10571,-476.0
10572,-476.0
10573,-476.0
10574,-476.0
10575,-476.0
10576,-476.0
10577,-476.0
10578,-476.0
10579,-476.0
10580,-476.0
10581,-476.0
10582,-476.0
10583,-476.0
10584,-476.0
10585,-476.0
10586,-476.0
10587,-476.0
10588,-476.0
10589,-476.0
10590,-476.0
10591,-476.0
10592,-135.0
10593,-135.0
10594,-135.0
10595,-476.0
10596,-476.0
10597,-476.0
10598,-476.0
10599,-476.0
10600,-476.0
10601,-476.0
10602,-476.0
10603,-476.0
10604,-476.0
10605,-476.0
10606,-476.0
10607,-476.0
10608,-476.0
10609,-476.0
10610,-476.0
10611,-476.0
10612,-476.0
10613,-476.0
10614,-476.0
10615,-476.0
10616,-476.0
10617,-135.0
10618,-135.0
10619,-476.0
10620,-476.0
10621,-476.0
10622,-476.0
10623,-476.0
10624,-476.0
10625,-476.0
10626,-476.0
10627,-476.0
10628,-476.0
10629,-476.0
10630,-476.0
10631,-476.0
10632,-476.0
10633,-476.0
10634,-476.0
10635,-476.0
10636,-476.0
10637,-476.0
10638,-135.0
10639,-135.0
10640,-135.0
10641,0.0
10642,0.0
10643,0.0
10644,0.0
10645,-135.0
10646,-135.0
10647,-476.0
10648,-476.0
10649,-476.0
10650,-476.0
10651,-476.0
10652,-476.0
10653,-476.0
10654,-476.0
10655,-476.0
10656,-476.0
10657,-476.0
10658,-476.0
10659,-476.0
10660,-476.0
10661,-476.0
10662,-135.0
10663,-135.0
10664,-135.0
10665,0.0
10666,0.0
10667,0.0
10668,0.0
10669,-135.0
10670,-135.0
10671,-476.0
10672,-476.0
10673,-476.0
10674,-476.0
10675,-476.0
10676,-476.0
10677,-476.0
10678,-476.0
10679,-476.0
10680,-476.0
10681,-476.0
10682,-476.0
10683,-476.0
10684,-476.0
10685,-476.0
10686,-135.0
10687,-135.0
10688,-135.0
10689,0.0
10690,0.0
10691,0.0
10692,-135.0
10693,-135.0
10694,-476.0
10695,-476.0
10696,-476.0
10697,-476.0
10698,-476.0
10699,-476.0
10700,-476.0
10701,-476.0
10702,-476.0
10703,-476.0
10704,-476.0
10705,-476.0
10706,-476.0
10707,-476.0
10708,-476.0
10709,-476.0
10710,-476.0
10711,-135.0
10712,-135.0
10713,-135.0
10714,0.0
10715,0.0
10716,-135.0
10717,-135.0
10718,-135.0
10719,-476.0
10720,-476.0
10721,-476.0
10722,-476.0
10723,-476.0
10724,-476.0
10725,-476.0
10726,-476.0
10727,-476.0
10728,-476.0
10729,-476.0
10730,-476.0
10731,-476.0
10732,-476.0
10733,-476.0
10734,-476.0
10735,-476.0
10736,-476.0
10737,-476.0
10738,-476.0
10739,-135.0
10740,-135.0
10741,-135.0
10742,-476.0
10743,-476.0
10744,-476.0
10745,-476.0
10746,-476.0
10747,-476.0
10748,-476.0
10749,-476.0
10750,-476.0
10751,-476.0
10752,-476.0
10753,-476.0
10754,-476.0
10755,-476.0
10756,-476.0
10757,-476.0
10758,-476.0
10759,-476.0
10760,-135.0
10761,-135.0
10762,-135.0
10763,-135.0
10764,-135.0
10765,-135.0
10766,-476.0
10767,-476.0
10768,-476.0
10769,-476.0
10770,-476.0
10771,-476.0
10772,-476.0
10773,-476.0
10774,-476.0
10775,-476.0
10776,-476.0
10777,-476.0
10778,-476.0
10779,-476.0
10780,-476.0
10781,-476.0
10782,-476.0
10783,-135.0
10784,-476.0
10785,-476.0
10786,-135.0
10787,-135.0
10788,-135.0
10789,-135.0
10790,-476.0
10791,-476.0
10792,-476.0
10793,-476.0
10794,-476.0
10795,-476.0
10796,-476.0
10797,-476.0
10798,-476.0
10799,-476.0
10800,-476.0
10801,-476.0
10802,-476.0
10803,-476.0
10804,-476.0
10805,-476.0
10806,-135.0
10807,-135.0
10808,-135.0
10809,-135.0
10810,-135.0
10811,-135.0
10812,-135.0
10813,-135.0
10814,-135.0
10815,-476.0
10816,-476.0
10817,-476.0
10818,-476.0
10819,-476.0
10820,-476.0
10821,-476.0
10822,-476.0
10823,-476.0
10824,-476.0
10825,-476.0
10826,-476.0
10827,-135.0
10828,-135.0
10829,-135.0
10830,-135.0
10831,-135.0
10832,-135.0
10833,-135.0
10834,-476.0
10835,-476.0
10836,-476.0
10837,-476.0
10838,-476.0
10839,-476.0
10840,-476.0
10841,-476.0
10842,-476.0
10843,-476.0
10844,-476.0
10845,-476.0
10846,-476.0
10847,-476.0
10848,-476.0
10849,-476.0
10850,-476.0
10851,-476.0
10852,-476.0
10853,-476.0
10854,-135.0
10855,-135.0
10856,-135.0
10857,0.0
10858,-135.0
10859,0.0
10860,-135.0
10861,-135.0
10862,-135.0
10863,-476.0
10864,-476.0
10865,-476.0
10866,-476.0
10867,-476.0
10868,-476.0
10869,-476.0
10870,-476.0
10871,-476.0
10872,-476.0
10873,-476.0
10874,-476.0
10875,-476.0
10876,-476.0
10877,-476.0
10878,-476.0
10879,-135.0
10880,-135.0
10881,-135.0
10882,-135.0
10883,-135.0
10884,-135.0
10885,-135.0
10886,-476.0
10887,-476.0
10888,-476.0
10889,-476.0
10890,-476.0
10891,-476.0
10892,-476.0
10893,-476.0
10894,-476.0
10895,-476.0
10896,-476.0
10897,-476.0
10898,-476.0
10899,-476.0
10900,-476.0
10901,-476.0
10902,-135.0
10903,-135.0
10904,-135.0
10905,0.0
10906,0.0
10907,0.0
10908,-135.0
10909,-135.0
10910,-135.0
10911,-476.0
10912,-476.0
10913,-476.0
10914,-476.0
10915,-476.0
10916,-476.0
10917,-476.0
10918,-476.0
10919,-476.0
10920,-476.0
10921,-476.0
10922,-476.0
10923,-476.0
10924,-476.0
10925,-476.0
10926,-135.0
10927,-135.0
10928,-135.0
10929,0.0
10930,0.0
10931,0.0
10932,0.0
10933,-135.0
10934,-135.0
10935,-476.0
10936,-476.0
10937,-476.0
10938,-476.0
10939,-476.0
10940,-476.0
10941,-476.0
10942,-476.0
10943,-476.0
10944,-476.0
10945,-476.0
10946,-476.0
10947,-476.0
10948,-476.0
10949,-135.0
10950,-135.0
10951,-135.0
10952,-135.0
10953,-135.0
10954,0.0
10955,-135.0
10956,-135.0
10957,-135.0
10958,-135.0
10959,-476.0
10960,-476.0
10961,-476.0
10962,-476.0
10963,-476.0
10964,-476.0
10965,-476.0
10966,-476.0
10967,-476.0
10968,-476.0
10969,-476.0
10970,-135.0
10971,-135.0
10972,-476.0
10973,-135.0
10974,-476.0
10975,-476.0
10976,-135.0
10977,-135.0
10978,-135.0
10979,-135.0
10980,-135.0
10981,-135.0
10982,-135.0
10983,-476.0
10984,-476.0
10985,-476.0
10986,-476.0
10987,-476.0
10988,-476.0
10989,-476.0
10990,-476.0
10991,-476.0
10992,-476.0
10993,-476.0
10994,-476.0
10995,-476.0
10996,-476.0
10997,-476.0
10998,-135.0
10999,-135.0
11000,-135.0
11001,-476.0
11002,-476.0
11003,-135.0
11004,-135.0
11005,-135.0
11006,-476.0
11007,-135.0
11008,-476.0
11009,-476.0
11010,-476.0
11011,-476.0
11012,-476.0
11013,-476.0
11014,-476.0
11015,-476.0
11016,-476.0
11017,0.0
11018,-476.0
11019,-135.0
11020,-476.0
11021,-476.0
11022,-135.0
11023,-135.0
11024,-476.0
11025,0.0
11026,0.0
11027,0.0
11028,-135.0
11029,-135.0
11030,-135.0
11031,-476.0
11032,-476.0
11033,-476.0
11034,-476.0
11035,-476.0
11036,-476.0
11037,-476.0
11038,-476.0
11039,-476.0
11040,-135.0
11041,-476.0
11042,-476.0
11043,0.0
11044,-476.0
11045,-476.0
11046,-135.0
11047,-476.0
11048,-135.0
11049,0.0
11050,0.0
11051,0.0
11052,-135.0
11053,-135.0
11054,-135.0
11055,-476.0
11056,-476.0
11057,-476.0
11058,-476.0
11059,-476.0
11060,-476.0
11061,-476.0
11062,-476.0
11063,-476.0
11064,-476.0
11065,-476.0
11066,-476.0
11067,-135.0
11068,-476.0
11069,-476.0
11070,-135.0
11071,-135.0
11072,-476.0
11073,0.0
11074,0.0
11075,0.0
11076,-135.0
11077,-135.0
11078,-135.0
11079,-476.0
11080,-476.0
11081,-476.0
11082,-476.0
11083,-476.0
11084,-476.0
11085,-476.0
11086,-476.0
11087,0.0
11088,-476.0
11089,-135.0
11090,-476.0
11091,-476.0
11092,-476.0
11093,-476.0
11094,-135.0
11095,-135.0
11096,-476.0
11097,-135.0
11098,-476.0
11099,-476.0
11100,-135.0
11101,-135.0
11102,-135.0
11103,-476.0
11104,-476.0
11105,-476.0
11106,-476.0
11107,-476.0
11108,-476.0
11109,-476.0
11110,-476.0
11111,-476.0
11112,-476.0
11113,-476.0
11114,-476.0
11115,0.0
11116,-476.0
11117,0.0
11118,-476.0
11119,-135.0
11120,0.0
11121,-135.0
11122,-476.0
11123,-476.0
11124,-135.0
11125,-135.0
11126,-135.0
11127,-476.0
11128,-476.0
11129,-476.0
11130,-476.0
11131,-476.0
11132,-476.0
11133,-476.0
11134,-135.0
11135,-135.0
11136,-135.0
11137,-476.0
11138,-476.0
11139,-135.0
11140,-135.0
11141,-476.0
11142,-476.0
11143,-476.0
11144,-476.0
11145,-135.0
11146,-135.0
11147,-135.0
11148,-135.0
11149,-135.0
11150,-135.0
11151,-476.0
11152,-476.0
11153,-476.0
11154,-476.0
11155,-476.0
11156,-476.0
11157,-476.0
11158,-476.0
11159,-476.0
11160,-476.0
11161,-476.0
11162,-476.0
11163,-135.0
11164,-135.0
11165,-135.0
11166,-135.0
11167,-135.0
11168,-476.0
11169,-476.0
11170,-476.0
11171,-476.0
11172,-476.0
11173,-135.0
11174,-135.0
11175,-476.0
11176,-476.0
11177,-476.0
11178,-476.0
11179,-476.0
11180,-476.0
11181,-476.0
11182,-476.0
11183,-476.0
11184,-476.0
11185,-476.0
11186,-476.0
11187,-476.0
11188,-476.0
11189,-476.0
11190,-135.0
11191,-135.0
11192,-135.0
11193,-135.0
11194,0.0
11195,-135.0
11196,-135.0
11197,-135.0
11198,-135.0
11199,-476.0
11200,-476.0
11201,-476.0
11202,-476.0
11203,-476.0
11204,-476.0
11205,-476.0
11206,-476.0
11207,-476.0
11208,-476.0
11209,-476.0
11210,-476.0
11211,-476.0
11212,-135.0
11213,-135.0
11214,0.0
11215,-135.0
11216,-476.0
11217,0.0
11218,0.0
11219,-135.0
11220,-476.0
11221,-135.0
11222,-476.0
11223,-135.0
11224,-476.0
11225,-476.0
11226,-476.0
11227,-476.0
11228,-476.0
11229,-476.0
11230,-476.0
11231,-476.0
11232,-476.0
11233,-476.0
11234,-476.0
11235,-476.0
11236,-476.0
11237,-476.0
11238,-135.0
11239,-135.0
11240,-135.0
11241,0.0
11242,0.0
11243,-135.0
11244,-135.0
11245,-135.0
11246,-135.0
11247,-476.0
11248,-476.0
11249,-476.0
11250,-476.0
11251,-476.0
11252,-476.0
11253,-476.0
11254,-476.0
11255,-476.0
11256,-476.0
11257,-476.0
11258,-476.0
11259,-476.0
11260,-476.0
11261,-476.0
11262,-476.0
11263,-135.0
11264,-135.0
11265,-135.0
11266,-135.0
11267,-135.0
11268,-135.0
11269,-135.0
11270,-476.0
11271,-476.0
11272,-476.0
11273,-476.0
11274,-476.0
11275,-476.0
11276,-476.0
11277,-476.0
11278,-476.0
11279,-476.0
11280,-476.0
11281,-476.0
11282,-476.0
11283,-476.0
11284,-476.0
11285,0.0
11286,0.0
11287,0.0
11288,0.0
11289,0.0
11290,0.0
11291,0.0
11292,0.0
11293,0.0
11294,0.0
11295,-154.571
11296,-476.0
11297,-476.0
11298,-476.0
11299,-476.0
11300,-476.0
11301,-476.0
11302,-154.571
11303,-476.0
11304,-154.571
11305,-154.571
11306,-154.571
11307,-154.571
11308,-154.571
11309,0.0
11310,0.0
11311,0.0
11312,0.0
11313,0.0
11314,0.0
11315,0.0
11316,0.0
11317,0.0
11318,0.0
11319,-476.0
11320,-476.0
11321,-476.0
11322,-476.0
11323,-476.0
11324,-476.0
11325,-476.0
11326,-476.0
11327,-476.0
11328,-476.0
11329,-476.0
11330,-476.0
11331,-476.0
11332,-476.0
11333,-476.0
11334,0.0
11335,0.0
11336,0.0
11337,0.0
11338,0.0
11339,0.0
11340,0.0
11341,0.0
11342,0.0
11343,0.0
11344,-476.0
11345,-476.0
11346,-476.0
11347,-476.0
11348,-476.0
11349,-476.0
11350,-476.0
11351,-476.0
11352,-476.0
11353,-476.0
11354,-476.0
11355,-476.0
11356,-476.0
11357,-476.0
11358,-135.0
11359,-135.0
11360,-135.0
11361,0.0
11362,0.0
11363,0.0
11364,-135.0
11365,-135.0
11366,-135.0
11367,-476.0
11368,-476.0
11369,-476.0
11370,-476.0
11371,-476.0
11372,-476.0
11373,-476.0
11374,-476.0
11375,-476.0
11376,-476.0
11377,-476.0
11378,-476.0
11379,-476.0
11380,-476.0
11381,-476.0
